text,text_clean,language,label,confidence
ai has a working memory of 5 minutes,ai has a working memory of 5 minutes,en,Netral,0.6532
Absolutely correct,Absolutely correct,en,Positif,0.4086
AI is a piece of software who is going to repair it who is going to patch it who is going to make sure that the infrastructure is running on is up-to-date and free of security exploits?,AI is a piece of software who is going to repair it who is going to patch it who is going to make sure that the infrastructure is running on is up-to-date and free of security exploits?,en,Netral,0.7032
If this happens i will move to an island where there is no power and no technology and restart from 0. I can't live in a world like that,If this happens i will move to an island where there is no power and no technology and restart from 0. I can't live in a world like that,en,Negatif,0.915
i wanna see robot plumber and robot electrician before worry,i wanna see robot plumber and robot electrician before worry,en,Netral,0.5416
"When the angry mobs rage against the machines, there is no one to blame but the humans who keep designing it and the government's( who failed to regulate it) without solving the unexpected problems of unemployment caused by it.","When the angry mobs rage against the machines, there is no one to blame but the humans who keep designing it and the government's( who failed to regulate it) without solving the unexpected problems of unemployment caused by it.",en,Negatif,0.9392
I don’t see the problem. Rich people already have access to intelligence. It’s called workers that they can afford to pay. It just means we will all have access to it via AI. Abundance for all.,I don t see the problem. Rich people already have access to intelligence. It s called workers that they can afford to pay. It just means we will all have access to it via AI. Abundance for all.,en,Netral,0.4694
"Easy, just playing World of Warcraft","Easy, just playing World of Warcraft",en,Netral,0.6757
get into a energy field specifically renewable energy whatever happens ai is gonna need a ton of energy,get into a energy field specifically renewable energy whatever happens ai is gonna need a ton of energy,en,Netral,0.6337
"We grow spiritually, we seek to understand the creator.","We grow spiritually, we seek to understand the creator.",en,Netral,0.691
"prett ah, gada bola basket nya tuh yg di atas kanan🗿","prett ah, gada bola basket nya tuh yg di atas kanan",id,Positif,0.9765
Trades are on the rise,Trades are on the rise,en,Positif,0.6526
eh bentar kok jadi bingung gua we 🗿,eh bentar kok jadi bingung gua we,id,Positif,0.9909
"""simpan saja ide tidak bergunamu kawan""","""simpan saja ide tidak bergunamu kawan""",id,Positif,0.9935
coba jadi rusdi😂,coba jadi rusdi,hr,Netral,0.5421
bg coba jadi willi salim,bg coba jadi willi salim,so,Netral,0.5345
AI makin menjadi jadi,AI makin menjadi jadi,id,Positif,0.972
jir baru ngeh baju nya beda🗿🗿🗿,jir baru ngeh baju nya beda,id,Positif,0.7701
ngapa sih setiap konten begini gerakannya itu itu Mulu,ngapa sih setiap konten begini gerakannya itu itu Mulu,id,Positif,0.9966
jadi Prabowo BG plisee,jadi Prabowo BG plisee,et,Positif,0.4881
Prabowo Subianto bang sudah follow🙏,Prabowo Subianto bang sudah follow,id,Netral,0.9975
pertama,pertama,id,Negatif,0.4928
bang rizky aulia plis sudah follow,bang rizky aulia plis sudah follow,en,Positif,0.4227
"Lebih takut, nanti di salah gunakan orang"" 😢","Lebih takut, nanti di salah gunakan orang""",id,Positif,0.9973
ko bisa tbtb ada dua gunung?,ko bisa tbtb ada dua gunung?,id,Positif,0.7008
ini mah asli bukn ia,ini mah asli bukn ia,id,Positif,0.8663
mungkin pikiran kita sama 😂😁😂,mungkin pikiran kita sama,tl,Netral,0.6133
bang request jadi vonzy😱😱,bang request jadi vonzy,ca,Netral,0.6911
umm aku punya ide 🧢🧢,umm aku punya ide,id,Netral,0.9076
davina Karamoy bang pliss,davina Karamoy bang pliss,tl,Netral,0.5495
tokyo😭,tokyo,sk,Netral,0.6533
ku kira wajah nya aja,ku kira wajah nya aja,sw,Negatif,0.4387
coba jadi Elon musk bang udah follow,coba jadi Elon musk bang udah follow,id,Netral,0.9908
The best place to be in is to cater for human needs. Food and Shelter. (industries),The best place to be in is to cater for human needs. Food and Shelter. (industries),en,Positif,0.476
No ai for infantry,No ai for infantry,en,Negatif,0.455
"But for example, I have used Ai so long that I absolutely know, that I will never leave Ai to work without strict control. It may not do mistakes, but Ai doesn't have that ""something"" you know, like style and the certain kind of spirit what you can sense. It doesn't have the soul, so we need humans after all....but we have to teach humanity to be more aware about everything, that we can guide Ai in our work...but I know, most people cannot be there. This is not actually a human job, this is a step beyond.","But for example, I have used Ai so long that I absolutely know, that I will never leave Ai to work without strict control. It may not do mistakes, but Ai doesn't have that ""something"" you know, like style and the certain kind of spirit what you can sense. It doesn't have the soul, so we need humans after all....but we have to teach humanity to be more aware about everything, that we can guide Ai in our work...but I know, most people cannot be there. This is not actually a human job, this is a step beyond.",en,Netral,0.3999
medical technology. Trades. Nurses. Hands-on.…..,medical technology. Trades. Nurses. Hands-on. ..,en,Netral,0.8285
You can’t find a solution to a problem that hasn’t happened yet… the variables need to reveal themselves through trial and error.,You can t find a solution to a problem that hasn t happened yet the variables need to reveal themselves through trial and error.,en,Negatif,0.5141
"the future will be an AI that represents you at your job and you will need to ""train"" your AI to make sure it keeps earning money for you","the future will be an AI that represents you at your job and you will need to ""train"" your AI to make sure it keeps earning money for you",en,Netral,0.4827
"Yes, this is what I talk about! We are alreadyvin rhe big shift💫
As a careercoach I see it happening everyday!","Yes, this is what I talk about! We are alreadyvin rhe big shift As a careercoach I see it happening everyday!",en,Positif,0.8111
the moment people say ai knows how to code immediately loose credibility because have you actually tried to use these tools? look at the tea app.,the moment people say ai knows how to code immediately loose credibility because have you actually tried to use these tools? look at the tea app.,en,Negatif,0.7258
sweet one computer pays everone salary and robot do everything happy holiday,sweet one computer pays everone salary and robot do everything happy holiday,en,Positif,0.517
Make as much money as possible till the fall happens. Because it's gonna be 30 years,Make as much money as possible till the fall happens. Because it's gonna be 30 years,en,Netral,0.5773
"we are heading to the golden age, people don't work there because there's abundance","we are heading to the golden age, people don't work there because there's abundance",en,Netral,0.4345
"He’s contradicting to himself, he started with the hottest job is changing every 2 years and ended up with AI will replace all jobs. How is AI keep creating new jobs and in the same time replace all the workers?","He s contradicting to himself, he started with the hottest job is changing every 2 years and ended up with AI will replace all jobs. How is AI keep creating new jobs and in the same time replace all the workers?",en,Negatif,0.5988
They want robots to become self aware enough to become consumers themselves. They want fake humans just to generate money off of them.,They want robots to become self aware enough to become consumers themselves. They want fake humans just to generate money off of them.,en,Negatif,0.6643
"First: meaning, for 1000s of years we had meaning without having 9-5 jobs, secondly, resourcebased economy and the end of the monetary system. Problem solved","First meaning, for 1000s of years we had meaning without having 9-5 jobs, secondly, resourcebased economy and the end of the monetary system. Problem solved",en,Negatif,0.5189
"Who is going to buy all the AI-enabled, uber profitable companies’ goods if everyone is unemployed?? What is the value prop of AI if it ultimately eliminates demand for goods? Companies win in the near term but what about the longer term? Will companies win if consumers have no jobs and therefore no $$ to buy their goods.","Who is going to buy all the AI-enabled, uber profitable companies goods if everyone is unemployed?? What is the value prop of AI if it ultimately eliminates demand for goods? Companies win in the near term but what about the longer term? Will companies win if consumers have no jobs and therefore no to buy their goods.",en,Negatif,0.6324
grundeinkommen.,grundeinkommen.,no,Netral,0.9266
"did his grandfather say this in 1900 when 80% of the people were on farms, today less than 2% industrialization will take all your jobs","did his grandfather say this in 1900 when 80 of the people were on farms, today less than 2 industrialization will take all your jobs",en,Netral,0.5045
Learn surviving skills ;),Learn surviving skills ),sv,Positif,0.7006
"People, specifically the business community need to actually have a discussion about all the issues they’ve suppressed for generations (namely Marxist critique of the exploitation of labour) otherwise they’re gonna have a rude awakening. Money is a coercive system to make people do things they don’t want to do. Money and the cost of something comes down to the man hours of the enterprise (from extracted resources, design and engineering, to manufacture and marketing.) If there are no jobs, no one earns money, and money is pointless. The business community seems completely oblivious as to what it means when they discuss post-capitalism (unironically).","People, specifically the business community need to actually have a discussion about all the issues they ve suppressed for generations (namely Marxist critique of the exploitation of labour) otherwise they re gonna have a rude awakening. Money is a coercive system to make people do things they don t want to do. Money and the cost of something comes down to the man hours of the enterprise (from extracted resources, design and engineering, to manufacture and marketing.) If there are no jobs, no one earns money, and money is pointless. The business community seems completely oblivious as to what it means when they discuss post-capitalism (unironically).",en,Negatif,0.6806
"30 years ago less people on planet earth, we developed automation, the world got more people but less unemployment and higher wealth and better working conditions. Its a chance not a thread.","30 years ago less people on planet earth, we developed automation, the world got more people but less unemployment and higher wealth and better working conditions. Its a chance not a thread.",en,Netral,0.4385
So sad this man lost his hair stylist to automation. The automation is not very good at trimming his beard. And don’t get me started on his fashion automation.,So sad this man lost his hair stylist to automation. The automation is not very good at trimming his beard. And don t get me started on his fashion automation.,en,Negatif,0.9557
I know he has PhD in comp sci but I don’t trust people that just school and haven’t build anything. It’s not that simple that ai will take over. His job is to create fear,I know he has PhD in comp sci but I don t trust people that just school and haven t build anything. It s not that simple that ai will take over. His job is to create fear,en,Negatif,0.8765
"we can do videos alerting about ai replacing humans. Wait, ai also can do what youre doing already.","we can do videos alerting about ai replacing humans. Wait, ai also can do what youre doing already.",en,Netral,0.5489
IA or AI in English actually its not retrieving Jobs as fast as they say.,IA or AI in English actually its not retrieving Jobs as fast as they say.,en,Netral,0.549
"We don’t need jobs, we need global income and to enjoy life and earth finally… libration","We don t need jobs, we need global income and to enjoy life and earth finally libration",en,Netral,0.4893
"I still have to spend hours to make AI generate some useful code. Yes, i don’t have to start from scratch, but i am yet to find a model that can do my job.","I still have to spend hours to make AI generate some useful code. Yes, i don t have to start from scratch, but i am yet to find a model that can do my job.",en,Netral,0.4462
they also predicted computers would do away with paper 😂😂😂,they also predicted computers would do away with paper,en,Netral,0.5533
They can't be me.,They can't be me.,en,Negatif,0.8114
antara mirip tokyo sama cates ya,antara mirip tokyo sama cates ya,id,Negatif,0.8912
hey aku punya ide,hey aku punya ide,id,Netral,0.9312
"mau nanya bang, emng gada gerakan lain ya, tiap liat ai ini gerakannya gitunmulu","mau nanya bang, emng gada gerakan lain ya, tiap liat ai ini gerakannya gitunmulu",id,Netral,0.6064
jd kecil bang,jd kecil bang,id,Positif,0.95
saya punya ide💀,saya punya ide,tl,Netral,0.5908
tobrut,tobrut,en,Netral,0.3628
bohongan itu,bohongan itu,tl,Negatif,0.9193
aku ada ide 💡,aku ada ide,so,Netral,0.6254
prank teman bagus ini🗿🗿🗿,prank teman bagus ini,id,Negatif,0.9892
appnya apa nih,appnya apa nih,tl,Netral,0.811
"mau dong bikinin, bayar brp??","mau dong bikinin, bayar brp??",tl,Netral,0.5184
[Sticker] anooo,anooo,tl,Netral,0.5847
bisa dibuka gk bang,bisa dibuka gk bang,id,Netral,0.9772
tokyo,tokyo,sk,Netral,0.6533
keknya aku punya ide 🤣🤣🤣,keknya aku punya ide,id,Negatif,0.691
Tokyo njir,Tokyo njir,sw,Negatif,0.7842
Ngedit di apk mana itu,Ngedit di apk mana itu,id,Positif,0.9807
beda orang 🗿,beda orang,id,Positif,0.7152
[Sticker] aku kek penasaran,aku kek penasaran,id,Positif,0.7684
"bang,,, hehehehe,,, mau tanya,,, hehehehe,,,","bang,,, hehehehe,,, mau tanya,,, hehehehe,,,",id,Netral,0.9943
sya bng bisa ngak,sya bng bisa ngak,tl,Netral,0.4731
ai = asli ini mah jir bukan ai,ai asli ini mah jir bukan ai,id,Positif,0.9928
It comes down to humanity. Do we want humans to exist?,It comes down to humanity. Do we want humans to exist?,en,Netral,0.5534
Let’s all go offline. 😂,Let s all go offline.,en,Negatif,0.7354
meaning is the easy part,meaning is the easy part,en,Netral,0.6357
Our workday/week was supposed to be dramatically reduced with the internet,Our workday week was supposed to be dramatically reduced with the internet,en,Netral,0.5664
"We all need to learn to walk away from AI now, but we still can","We all need to learn to walk away from AI now, but we still can",en,Netral,0.5101
"When AI trains Ai, trains Ai, you can expect the next AI to be about as bright as uncle duffer what used to live in the hills.
Jobs are going to change, yes. kinda like the industrial revolution. But I think we are some way for being redundant beings...","When AI trains Ai, trains Ai, you can expect the next AI to be about as bright as uncle duffer what used to live in the hills. Jobs are going to change, yes. kinda like the industrial revolution. But I think we are some way for being redundant beings...",en,Positif,0.3838
Tax the rich and universal income..,Tax the rich and universal income..,en,Netral,0.4653
i think entrepreneurship is the solution you don't think of a job you think of creating company and hiring AI,i think entrepreneurship is the solution you don't think of a job you think of creating company and hiring AI,en,Netral,0.5567
You need to understand where money comes from. Then you’ll relax about the future.,You need to understand where money comes from. Then you ll relax about the future.,en,Netral,0.5996
Software is a human product. So is AI. We are going to be such slaves that when AI has error blips. How are we going to fix them. Will we be even aware it’s making mistakes?,Software is a human product. So is AI. We are going to be such slaves that when AI has error blips. How are we going to fix them. Will we be even aware it s making mistakes?,en,Negatif,0.8864
Be an overseer of AI. This what is going to happen!,Be an overseer of AI. This what is going to happen!,en,Positif,0.5661
"Remember Y2K, when everyone though it all computers would crash when the clock turned to the year 2000, economy’s won’t survive without employment, it won’t happen","Remember Y2K, when everyone though it all computers would crash when the clock turned to the year 2000, economy s won t survive without employment, it won t happen",en,Negatif,0.7917
That’s seems to be right.,That s seems to be right.,en,Netral,0.4073
Mountain guide,Mountain guide,en,Netral,0.4971
if CEOs and shareholders didn't keep all the money. all the production from ai could go to the people. we could work half the hours and enjoy more of our lives,if CEOs and shareholders didn't keep all the money. all the production from ai could go to the people. we could work half the hours and enjoy more of our lives,en,Negatif,0.3613
"Communism 😳 we all get basic income that expires and guides us on what to buy. Where to live , when to die voluntarily","Communism we all get basic income that expires and guides us on what to buy. Where to live , when to die voluntarily",en,Netral,0.6565
ada yg sama gk pikiran kita. bisa buati order vidio kah bg hihi?,ada yg sama gk pikiran kita. bisa buati order vidio kah bg hihi?,id,Positif,0.5438
Real,Real,ro,Netral,0.4706
pake apk apa bg,pake apk apa bg,id,Positif,0.9348
cara buatnya bagaimana bang... kasih paham dong,cara buatnya bagaimana bang... kasih paham dong,id,Netral,0.7441
bg bls dm gua 🗿,bg bls dm gua,ca,Netral,0.6605
Daleman nya juga ganti ya bang,Daleman nya juga ganti ya bang,id,Netral,0.9167
ini asli soalnya bergetar,ini asli soalnya bergetar,id,Positif,0.9482
itu nya bisa berubah ga 😂,itu nya bisa berubah ga,id,Netral,0.8063
ok.. saya punya ide,ok.. saya punya ide,tl,Positif,0.5179
itu nya bisa berubah ga 😂 ?,itu nya bisa berubah ga ?,id,Netral,0.9298
cara nya bang pengen ikutan gw,cara nya bang pengen ikutan gw,id,Netral,0.9717
logo di bajunya mana??,logo di bajunya mana??,id,Positif,0.9005
there are loads job that ai cant do like building all litle thing as a builder ina construction like pulling the cable electrician jobs but all jobs in office yea cab be automated,there are loads job that ai cant do like building all litle thing as a builder ina construction like pulling the cable electrician jobs but all jobs in office yea cab be automated,en,Negatif,0.5745
"if all humans disappeared tomorrow, what would happen to AI?","if all humans disappeared tomorrow, what would happen to AI?",en,Netral,0.493
I think therefore I am,I think therefore I am,en,Netral,0.642
Universal Basic Income (UBI) is inevitable,Universal Basic Income (UBI) is inevitable,en,Netral,0.732
"And Trump could care less, the jobs President lol😂","And Trump could care less, the jobs President lol",en,Netral,0.3619
change career every month,change career every month,en,Netral,0.6641
Yeah well tell that to the masai raising his cattle or the small farmer raison a few pigs in China… we don’t eat data yet…,Yeah well tell that to the masai raising his cattle or the small farmer raison a few pigs in China we don t eat data yet,en,Negatif,0.511
Plan b is crime,Plan b is crime,en,Negatif,0.9153
ai feet pics can they do that no. I'm covered 😁,ai feet pics can they do that no. I'm covered,en,Netral,0.5723
manual labor will never disappear,manual labor will never disappear,en,Netral,0.4452
A.I cannot serve Indian food,A.I cannot serve Indian food,en,Negatif,0.8807
"This isn’t AI, just next token estimating machines being peddled as sentient constructs so a handful of companies continue to siphon our hard earned money.","This isn t AI, just next token estimating machines being peddled as sentient constructs so a handful of companies continue to siphon our hard earned money.",en,Negatif,0.5199
Exactly,Exactly,en,Netral,0.6047
info Ainya bg,info Ainya bg,sw,Netral,0.4973
cuba wilisalim,cuba wilisalim,sw,Netral,0.4462
bang coba jadi mila atau valen,bang coba jadi mila atau valen,id,Netral,0.9938
ga penasaran bang🗿,ga penasaran bang,id,Positif,0.7629
coba dong,coba dong,es,Netral,0.4599
Kaca Matanya bisa disentuh gak Bg?,Kaca Matanya bisa disentuh gak Bg?,id,Netral,0.9069
q ada ide,q ada ide,so,Netral,0.5622
pasti ada dua orang 🗿,pasti ada dua orang,id,Netral,0.9396
pake apk apa banh,pake apk apa banh,id,Positif,0.9438
"Itu mah emng ganti orang, liat ja kursinya aja beda","Itu mah emng ganti orang, liat ja kursinya aja beda",id,Positif,0.9274
"dari segi getaran akan transisinya, survei telah membuktikan kalo ini real bukan AI","dari segi getaran akan transisinya, survei telah membuktikan kalo ini real bukan AI",id,Netral,0.899
[Sticker] aku punya ide bang,aku punya ide bang,id,Netral,0.633
agak ngecil bang,agak ngecil bang,tl,Negatif,0.7298
Ajarin bg,Ajarin bg,id,Negatif,0.6008
padahal banyak ide lo bang,padahal banyak ide lo bang,id,Positif,0.4931
aku ada ide 😌,aku ada ide,id,Negatif,0.5759
😂😂😂live aja bang,live aja bang,sq,Netral,0.6509
kalo dua orang jadi kembar donk,kalo dua orang jadi kembar donk,id,Positif,0.9241
coba versi lain😂😂,coba versi lain,ca,Netral,0.6741
saya punya ide🤣,saya punya ide,tl,Netral,0.5908
hampir ga ada celah kalo ini ai,hampir ga ada celah kalo ini ai,id,Positif,0.9794
ini bukan ai🤣,ini bukan ai,id,Positif,0.9901
pake apa buatnya bang ?,pake apa buatnya bang ?,id,Positif,0.9595
Lah itu gimana Cara edit nya,Lah itu gimana Cara edit nya,id,Positif,0.5941
"buka bg.
toples nya🗿",buka bg. toples nya,id,Netral,0.9899
[Sticker] ekhm,ekhm,sq,Netral,0.5255
gak bisa sensitif bg udah gua coba,gak bisa sensitif bg udah gua coba,id,Positif,0.4749
aplh,aplh,pt,Netral,0.4041
"ini spek PCnya pasti bagus sekali,","ini spek PCnya pasti bagus sekali,",id,Negatif,0.9955
ada kah yg punya ide kyak AQ ..,ada kah yg punya ide kyak AQ ..,id,Netral,0.8683
bang coba abigail moris,bang coba abigail moris,tl,Netral,0.8266
hmm 🤔,hmm,fi,Netral,0.5212
kaosnya aja beda bray...,kaosnya aja beda bray...,so,Negatif,0.4182
Ai gini jirr?🗿,Ai gini jirr?,sw,Negatif,0.9648
tutorial bg,tutorial bg,it,Netral,0.4392
kalo di buka real ga,kalo di buka real ga,so,Netral,0.8787
njir duh waduh speechless🙄.,njir duh waduh speechless .,de,Negatif,0.4061
ganti ajeng,ganti ajeng,id,Positif,0.975
ini si real bukan AI,ini si real bukan AI,id,Positif,0.9921
[Sticker] ngapain tidak mencoba angat baju nya,ngapain tidak mencoba angat baju nya,id,Positif,0.9845
coba sambil ngomong bang,coba sambil ngomong bang,tl,Netral,0.5513
I want see AI to wire up system...,I want see AI to wire up system...,en,Netral,0.4262
coba jadi hariyo terus cer perut,coba jadi hariyo terus cer perut,id,Netral,0.6767
Kok bisa bg,Kok bisa bg,tl,Negatif,0.8155
Bang saya punya ide😁,Bang saya punya ide,tl,Netral,0.5441
aku.juga bisa,aku.juga bisa,id,Netral,0.9685
aku punya idee,aku punya idee,id,Negatif,0.622
Easy 😌,Easy,tl,Netral,0.5925
me plz🥰🥰🥰🥰🥰🥰🥰,me plz,sq,Netral,0.5569
ganti orang tuh bukan ai....😂 ketara bangat..,ganti orang tuh bukan ai.... ketara bangat..,id,Positif,0.9964
takutnya itu kakaknya🗿,takutnya itu kakaknya,sw,Negatif,0.9608
kalau diremas ada efek sensasinya jg gk bg?,kalau diremas ada efek sensasinya jg gk bg?,id,Positif,0.8175
"""Sejujurnya kamu itu cantik"" Bagi orang yang tidak mengetahui bahwa kamu sedang memakai wujud AI, itu penggambaran kurang lebihnya","""Sejujurnya kamu itu cantik"" Bagi orang yang tidak mengetahui bahwa kamu sedang memakai wujud AI, itu penggambaran kurang lebihnya",id,Negatif,0.8986
[Sticker] [Stiker],Stiker,da,Netral,0.8359
@Leonardo D'Urso,D'Urso,sv,Netral,0.956
"AI does not exist. There is nothing intelligent about it, it's autocomplete on steroids. Software engineers are going to be needed for the foreseeable future.","AI does not exist. There is nothing intelligent about it, it's autocomplete on steroids. Software engineers are going to be needed for the foreseeable future.",en,Negatif,0.7271
completely bs. I will retire the day this ai can code or debug a proper system not interview questions,completely bs. I will retire the day this ai can code or debug a proper system not interview questions,en,Negatif,0.9216
For the love of god! Give me back my 60-80 hours a week! I don’t need all this work for money bs,For the love of god! Give me back my 60-80 hours a week! I don t need all this work for money bs,en,Negatif,0.7029
"dont you worry bro, I know what I’m gonna do with my 60 free hours","dont you worry bro, I know what I m gonna do with my 60 free hours",en,Positif,0.588
"relax. robots with AI will be customers. they need spare parts, energy, maintenance, space to store spare parts, cleaning, repair. robots will replace most humans. forget about UBI, robots and producers of robots will not pay taxes. try to force them and they will revolt and eliminate police or military. do you want a war with robots? you will lose it. so, move to country side, grow your food, and survive. this will be the only job available.","relax. robots with AI will be customers. they need spare parts, energy, maintenance, space to store spare parts, cleaning, repair. robots will replace most humans. forget about UBI, robots and producers of robots will not pay taxes. try to force them and they will revolt and eliminate police or military. do you want a war with robots? you will lose it. so, move to country side, grow your food, and survive. this will be the only job available.",en,Negatif,0.8474
They're planning on killing all of us,They're planning on killing all of us,en,Negatif,0.8537
"In a the near future, ai will learn to create. It means mini appliances or electronic items will no longer need to be thought of. What product or item would we need to sell then that will require AIs capability to make websites for ads? Are we all going to shift to agriculture? Because we dont have perfect robots to plant yet or at least, these robots currently need human intervention.","In a the near future, ai will learn to create. It means mini appliances or electronic items will no longer need to be thought of. What product or item would we need to sell then that will require AIs capability to make websites for ads? Are we all going to shift to agriculture? Because we dont have perfect robots to plant yet or at least, these robots currently need human intervention.",en,Netral,0.4338
has anyone seen a end to end system made by Ai.... people claim they out there but you never see them its all hype with the bubble ready to pop.... .com bubble ...Ai bubble they all the same all these greedy companies rush in then the bubble goes pop... and we move on to the next buzz,has anyone seen a end to end system made by Ai.... people claim they out there but you never see them its all hype with the bubble ready to pop.... .com bubble ...Ai bubble they all the same all these greedy companies rush in then the bubble goes pop... and we move on to the next buzz,en,Negatif,0.5064
the most significant thing humans can do in their extra time is to get involved in government.,the most significant thing humans can do in their extra time is to get involved in government.,en,Positif,0.5043
we die,we die,af,Negatif,0.7837
"just because he has a beard, ponytail and computer scientist title doesn't mean he knows what he is talking about. why would ai design a prompt for another ai lol","just because he has a beard, ponytail and computer scientist title doesn't mean he knows what he is talking about. why would ai design a prompt for another ai lol",en,Netral,0.4869
universal basic income and be a slave to the government,universal basic income and be a slave to the government,en,Negatif,0.6449
stand up if you want a job...no one...I thought so😳😏,stand up if you want a job...no one...I thought so,en,Netral,0.6921
grow food... have an animal farm...,grow food... have an animal farm...,en,Netral,0.447
that's y I start farming and value addition,that's y I start farming and value addition,en,Netral,0.6258
This is going to be a bigger bust of predictions than the year 2000,This is going to be a bigger bust of predictions than the year 2000,en,Negatif,0.5331
ini bukan ai,ini bukan ai,id,Positif,0.9901
[Sticker] kok ai yg ini kecil ya,kok ai yg ini kecil ya,id,Positif,0.9911
Truth. We need to come back to the times before tech and create human-focussed entities,Truth. We need to come back to the times before tech and create human-focussed entities,en,Netral,0.4591
"No job is safe from automation, but not every job should be automated.","No job is safe from automation, but not every job should be automated.",en,Netral,0.5819
I’ll have no issue putting my time in like,I ll have no issue putting my time in like,en,Netral,0.54
Beda kursi,Beda kursi,tr,Netral,0.9025
bang coba bikin yg ada dipikiranku 😁,bang coba bikin yg ada dipikiranku,id,Netral,0.9341
tuker baang,tuker baang,id,Positif,0.9491
coba Ronaldo Messi bang,coba Ronaldo Messi bang,it,Netral,0.8451
bang wili salim udah foloww,bang wili salim udah foloww,id,Netral,0.9793
kadi netanyahu belum,kadi netanyahu belum,id,Positif,0.5342
tokyo versi sempurna menurut gw🤭,tokyo versi sempurna menurut gw,id,Negatif,0.9885
gw pegang sensasinya sama apa beda🗿,gw pegang sensasinya sama apa beda,id,Negatif,0.9684
in asli bukan ai,in asli bukan ai,id,Positif,0.9882
[Stiker],Stiker,da,Netral,0.8359
Have tested AI coding. Trash !,Have tested AI coding. Trash !,en,Negatif,0.9461
scaremongering,scaremongering,it,Negatif,0.9307
AI is dumb as hell. ChatGPT 5 was a major step backwards. Be real.,AI is dumb as hell. ChatGPT 5 was a major step backwards. Be real.,en,Negatif,0.9453
"Plan B is religion, racism & oppression. Cherry on their pie wars 😅🤣","Plan B is religion, racism oppression. Cherry on their pie wars",en,Negatif,0.8871
"I tell you what, WE BECOME SLAVES AND ENTERTAINMENT TO THE RICH LIKE IN /HUNGER GAMES// and later energy cells like in the MATRIX. DETH$RO€NE THE RICH, AND KI£LL THEM!!!","I tell you what, WE BECOME SLAVES AND ENTERTAINMENT TO THE RICH LIKE IN HUNGER GAMES and later energy cells like in the MATRIX. DETH RO NE THE RICH, AND KI LL THEM!!!",en,Netral,0.4161
unproductive eaters is term you can convince them self euthanasia for good of climate fits nicely,unproductive eaters is term you can convince them self euthanasia for good of climate fits nicely,en,Negatif,0.489
"ai is far from practical application. I was also totaly hyped, but in last 2 years I realised mostly BS and hype. and this is comming from someone who is using AI every day and I work in company that makes custom AI software for big organisations.","ai is far from practical application. I was also totaly hyped, but in last 2 years I realised mostly BS and hype. and this is comming from someone who is using AI every day and I work in company that makes custom AI software for big organisations.",en,Negatif,0.7822
Humans will be come fat and lazy,Humans will be come fat and lazy,en,Negatif,0.8551
"learn to grow your own food, hunt and make shelter","learn to grow your own food, hunt and make shelter",en,Netral,0.477
"First AI is coming for your job. I then say, I dont see AI getting up 10+times a day from my desk like I do. Then they say. a human who uses AI is coming for your job. it sounds to me like AI is handicapped","First AI is coming for your job. I then say, I dont see AI getting up 10 times a day from my desk like I do. Then they say. a human who uses AI is coming for your job. it sounds to me like AI is handicapped",en,Negatif,0.8346
become an undertaker.,become an undertaker.,en,Positif,0.4647
Colleges will be shutting down real soon 😳,Colleges will be shutting down real soon,en,Negatif,0.7861
"sounds like extinction if no plan B, how can a 55 year old engineer survive and pivot and what become a plumber or welder? As it is we can barely survive nd get a job in our field.","sounds like extinction if no plan B, how can a 55 year old engineer survive and pivot and what become a plumber or welder? As it is we can barely survive nd get a job in our field.",en,Negatif,0.9474
I dislike the “All” “always” “never” that’s for non creative and pessimistic people.,I dislike the All always never that s for non creative and pessimistic people.,en,Negatif,0.9215
become a plumer or a electrician,become a plumer or a electrician,en,Netral,0.6403
"What’s that? You need a plumber? No problem mate, £200 an hour Bosch - ai that pal","What s that? You need a plumber? No problem mate, 200 an hour Bosch - ai that pal",en,Netral,0.5609
let's go back to farming 😏,let's go back to farming,en,Netral,0.4366
"A very pessimistic way of looking at it. Technology will never replace humans, it will just give more advantage to those who can adapt.","A very pessimistic way of looking at it. Technology will never replace humans, it will just give more advantage to those who can adapt.",en,Negatif,0.6564
Own energy ….lets see what thee punk AI’s do without electrics and infrastructure,Own energy .lets see what thee punk AI s do without electrics and infrastructure,en,Negatif,0.4786
someone tell me where these magical systems are that do phd math research and create new breakthroughs so I can prompt back and forth with it,someone tell me where these magical systems are that do phd math research and create new breakthroughs so I can prompt back and forth with it,en,Positif,0.4605
"Dude you're missing the overall point he is implying. Yes, robots can't buy stuff but his point is for us to look beyond a transactional way of life. Furthermore it might pull into question , does a transactional based civilization have its limits? , I have loss sleep over this because if %100 automation is inevitable, I can't phantom how our capitalistic society will fair.","Dude you're missing the overall point he is implying. Yes, robots can't buy stuff but his point is for us to look beyond a transactional way of life. Furthermore it might pull into question , does a transactional based civilization have its limits? , I have loss sleep over this because if 100 automation is inevitable, I can't phantom how our capitalistic society will fair.",en,Negatif,0.744
How are companies going to make money if everything is automated and no one has money to spend?,How are companies going to make money if everything is automated and no one has money to spend?,en,Negatif,0.714
UBI is the future 😏,UBI is the future,en,Positif,0.4708
Bake bread,Bake bread,no,Netral,0.6597
Maybe we will make a circle and gi back to hunting and gathering,Maybe we will make a circle and gi back to hunting and gathering,en,Netral,0.5028
become a sheep farmer. guaranteed ai will never take your job.,become a sheep farmer. guaranteed ai will never take your job.,en,Negatif,0.7128
can't wait for the AI bubble to pop...,can't wait for the AI bubble to pop...,en,Positif,0.7491
